event_id,user_id,session_id,timestamp,event_type,product_id,category,price,quantity,device,is_new_user,city
94,100018,S100018_768799,2026-01-24 13:59:56,product_view,2160.0,Baby Care,929.24,,Android,False,Pune
95,100018,S100018_768799,2026-01-24 14:00:59,add_to_cart,2160.0,Baby Care,929.24,3.0,Android,False,Pune
96,100018,S100018_768799,2026-01-24 14:03:52,checkout_start,,,,,Android,False,Pune
97,100019,S100019_589522,2026-01-30 14:11:00,app_open,,,,,Android,True,Hyderabad
98,100020,S100020_203742,2026-01-24 08:27:00,app_open,,,,,iOS,True,Mumbai
99,100021,S100021_950154,2026-02-07 20:55:00,app_open,,,,,Android,True,Kolkata
100,100021,S100021_950154,2026-02-07 20:55:58,search,2157.0,Baby Care,964.59,,Android,True,Kolkata
101,100021,S100021_950154,2026-02-07 20:56:20,product_view,2065.0,Snacks & Beverages,273.32,,Android,True,Kolkata
102,100021,S100021_950154,2026-02-07 20:58:11,add_to_cart,2065.0,Snacks & Beverages,273.32,2.0,Android,True,Kolkata
103,100021,S100021_950154,2026-02-07 21:01:37,checkout_start,,,,,Android,True,Kolkata
104,100021,S100021_950154,2026-02-07 21:01:59,payment_attempt,,,,,Android,True,Kolkata
105,100021,S100021_950154,2026-02-07 21:02:33,purchase,2065.0,Snacks & Beverages,273.32,2.0,Android,True,Kolkata
106,100021,S100021_366932,2026-02-01 23:37:00,app_open,,,,,iOS,False,Hyderabad
107,100021,S100021_366932,2026-02-01 23:37:58,search,2169.0,Baby Care,214.93,,iOS,False,Hyderabad
108,100021,S100021_366932,2026-02-01 23:39:51,product_view,2172.0,Baby Care,455.35,,iOS,False,Hyderabad
109,100021,S100021_366932,2026-02-01 23:41:00,add_to_cart,2172.0,Baby Care,455.35,1.0,iOS,False,Hyderabad
110,100021,S100021_366932,2026-02-01 23:42:06,checkout_start,,,,,iOS,False,Hyderabad
111,100021,S100021_366932,2026-02-01 23:43:27,payment_attempt,,,,,iOS,False,Hyderabad
112,100021,S100021_366932,2026-02-01 23:43:58,purchase,2172.0,Baby Care,455.35,1.0,iOS,False,Hyderabad
113,100022,S100022_773971,2026-03-06 11:37:00,app_open,,,,,Web,True,Pune
114,100022,S100022_773971,2026-03-06 11:37:42,search,2079.0,Personal Care,75.12,,Web,True,Pune
115,100022,S100022_773971,2026-03-06 11:39:37,product_view,2105.0,Household Care,624.53,,Web,True,Pune
116,100022,S100022_773971,2026-03-06 11:41:26,add_to_cart,2105.0,Household Care,624.53,1.0,Web,True,Pune
117,100022,S100022_773971,2026-03-06 11:42:36,checkout_start,,,,,Web,True,Pune
118,100022,S100022_773971,2026-03-06 11:43:30,payment_attempt,,,,,Web,True,Pune
119,100022,S100022_773971,2026-03-06 11:44:13,purchase,2105.0,Household Care,624.53,1.0,Web,True,Pune
120,100023,S100023_882484,2026-01-15 02:53:00,app_open,,,,,Android,True,Hyderabad
121,100024,S100024_513419,2026-02-03 02:01:00,app_open,,,,,iOS,True,Mumbai
122,100024,S100024_513419,2026-02-03 02:01:49,search,2030.0,Dairy & Breakfast,96.0,,iOS,True,Mumbai
123,100024,S100024_513419,2026-02-03 02:03:10,product_view,2077.0,Personal Care,162.58,,iOS,True,Mumbai
124,100025,S100025_809989,2026-02-17 04:02:00,app_open,,,,,Android,True,Kolkata
125,100025,S100025_809989,2026-02-17 04:02:28,search,2182.0,Electronics,1825.1,,Android,True,Kolkata
126,100025,S100025_809989,2026-02-17 04:03:19,product_view,2120.0,Household Care,437.06,,Android,True,Kolkata
127,100026,S100026_942203,2026-01-09 14:37:00,app_open,,,,,iOS,True,Kolkata
128,100026,S100026_942203,2026-01-09 14:37:44,search,2160.0,Baby Care,929.24,,iOS,True,Kolkata
129,100026,S100026_942203,2026-01-09 14:39:12,product_view,2012.0,Fruits & Vegetables,168.78,,iOS,True,Kolkata
130,100026,S100026_707454,2026-03-15 18:35:00,app_open,,,,,Android,False,Kolkata
131,100026,S100026_707454,2026-03-15 18:35:41,search,2154.0,Baby Care,347.39,,Android,False,Kolkata
132,100027,S100027_686857,2026-01-25 02:43:00,app_open,,,,,iOS,True,Hyderabad
133,100028,S100028_114671,2026-03-05 14:21:00,app_open,,,,,Android,True,Delhi NCR
134,100028,S100028_114671,2026-03-05 14:21:46,search,2013.0,Fruits & Vegetables,129.02,,Android,True,Delhi NCR
135,100028,S100028_114671,2026-03-05 14:22:04,product_view,2116.0,Household Care,74.54,,Android,True,Delhi NCR
136,100028,S100028_738903,2026-02-05 23:38:00,app_open,,,,,Android,False,Kolkata
137,100028,S100028_738903,2026-02-05 23:38:50,search,2091.0,Personal Care,647.77,,Android,False,Kolkata
138,100029,S100029_936620,2026-03-24 23:35:00,app_open,,,,,Web,True,Pune
139,100029,S100029_936620,2026-03-24 23:35:40,search,2107.0,Household Care,505.11,,Web,True,Pune
140,100029,S100029_936620,2026-03-24 23:36:09,product_view,2199.0,Electronics,793.1,,Web,True,Pune
141,100029,S100029_936620,2026-03-24 23:38:05,add_to_cart,2199.0,Electronics,793.1,3.0,Web,True,Pune
142,100030,S100030_856350,2026-03-31 15:42:00,app_open,,,,,iOS,True,Kolkata
143,100030,S100030_856350,2026-03-31 15:42:30,search,2074.0,Snacks & Beverages,288.37,,iOS,True,Kolkata
144,100030,S100030_856350,2026-03-31 15:43:58,product_view,2017.0,Fruits & Vegetables,102.77,,iOS,True,Kolkata
145,100030,S100030_856350,2026-03-31 15:45:08,add_to_cart,2017.0,Fruits & Vegetables,102.77,1.0,iOS,True,Kolkata
146,100031,S100031_559561,2026-02-18 18:37:00,app_open,,,,,iOS,True,Kolkata
147,100032,S100032_520003,2026-02-24 09:50:00,app_open,,,,,Android,True,Kolkata
148,100033,S100033_956094,2026-03-07 22:14:00,app_open,,,,,Android,True,Kolkata
149,100033,S100033_956094,2026-03-07 22:14:42,search,2060.0,Snacks & Beverages,242.33,,Android,True,Kolkata
150,100033,S100033_956094,2026-03-07 22:16:30,product_view,2080.0,Personal Care,250.53,,Android,True,Kolkata
151,100034,S100034_498637,2026-02-04 16:10:00,app_open,,,,,Web,True,Bengaluru
152,100034,S100034_498637,2026-02-04 16:10:10,search,2102.0,Household Care,151.07,,Web,True,Bengaluru
153,100035,S100035_828865,2026-03-05 10:27:00,app_open,,,,,iOS,True,Bengaluru
154,100035,S100035_238642,2026-03-09 18:02:00,app_open,,,,,Web,False,Kolkata
155,100035,S100035_238642,2026-03-09 18:02:45,search,2105.0,Household Care,624.53,,Web,False,Kolkata
156,100035,S100035_238642,2026-03-09 18:03:34,product_view,2125.0,Household Care,285.25,,Web,False,Kolkata
157,100035,S100035_238642,2026-03-09 18:04:31,add_to_cart,2125.0,Household Care,285.25,1.0,Web,False,Kolkata
158,100035,S100035_238642,2026-03-09 18:08:21,checkout_start,,,,,Web,False,Kolkata
159,100036,S100036_707065,2026-01-15 19:27:00,app_open,,,,,Android,True,Delhi NCR
160,100036,S100036_707065,2026-01-15 19:27:44,search,2050.0,Dairy & Breakfast,150.67,,Android,True,Delhi NCR
161,100036,S100036_707065,2026-01-15 19:29:25,product_view,2062.0,Snacks & Beverages,111.43,,Android,True,Delhi NCR
162,100037,S100037_569563,2026-02-05 03:51:00,app_open,,,,,iOS,True,Pune
163,100037,S100037_307890,2026-02-11 20:10:00,app_open,,,,,iOS,False,Mumbai
164,100037,S100037_307890,2026-02-11 20:10:46,search,2138.0,Staples,511.65,,iOS,False,Mumbai
165,100038,S100038_669032,2026-01-07 05:46:00,app_open,,,,,Web,True,Hyderabad
166,100039,S100039_145608,2026-02-22 11:40:00,app_open,,,,,Android,True,Mumbai
167,100040,S100040_607001,2026-02-18 15:20:00,app_open,,,,,iOS,True,Mumbai
168,100040,S100040_864355,2026-01-18 19:47:00,app_open,,,,,Web,False,Bengaluru
169,100040,S100040_864355,2026-01-18 19:47:06,search,2070.0,Snacks & Beverages,107.99,,Web,False,Bengaluru
170,100040,S100040_864355,2026-01-18 19:48:08,product_view,2151.0,Baby Care,1104.19,,Web,False,Bengaluru
171,100040,S100040_999261,2026-01-06 09:15:00,app_open,,,,,iOS,False,Delhi NCR
172,100040,S100040_999261,2026-01-06 09:15:18,search,2094.0,Personal Care,564.15,,iOS,False,Delhi NCR
173,100040,S100040_999261,2026-01-06 09:16:54,product_view,2050.0,Dairy & Breakfast,150.67,,iOS,False,Delhi NCR
174,100040,S100040_999261,2026-01-06 09:17:35,add_to_cart,2050.0,Dairy & Breakfast,150.67,2.0,iOS,False,Delhi NCR
175,100041,S100041_766613,2026-02-04 07:31:00,app_open,,,,,iOS,True,Delhi NCR
176,100041,S100041_766613,2026-02-04 07:31:59,search,2161.0,Baby Care,700.8,,iOS,True,Delhi NCR
177,100041,S100041_799913,2026-01-15 06:14:00,app_open,,,,,Web,False,Delhi NCR
178,100041,S100041_799913,2026-01-15 06:14:18,search,2060.0,Snacks & Beverages,242.33,,Web,False,Delhi NCR
179,100041,S100041_799913,2026-01-15 06:14:33,product_view,2104.0,Household Care,352.13,,Web,False,Delhi NCR
180,100041,S100041_414074,2026-03-27 21:16:00,app_open,,,,,Android,False,Mumbai
181,100041,S100041_414074,2026-03-27 21:16:57,search,2080.0,Personal Care,250.53,,Android,False,Mumbai
182,100041,S100041_414074,2026-03-27 21:17:13,product_view,2165.0,Baby Care,489.12,,Android,False,Mumbai
183,100041,S100041_414074,2026-03-27 21:19:47,add_to_cart,2165.0,Baby Care,489.12,2.0,Android,False,Mumbai
184,100041,S100041_414074,2026-03-27 21:22:29,checkout_start,,,,,Android,False,Mumbai
185,100041,S100041_414074,2026-03-27 21:22:40,payment_attempt,,,,,Android,False,Mumbai
186,100041,S100041_414074,2026-03-27 21:22:48,purchase,2165.0,Baby Care,489.12,2.0,Android,False,Mumbai
187,100042,S100042_243517,2026-03-22 07:29:00,app_open,,,,,Android,True,Mumbai
188,100042,S100042_243517,2026-03-22 07:29:29,search,2195.0,Electronics,1640.6,,Android,True,Mumbai
189,100042,S100042_243517,2026-03-22 07:31:13,product_view,2061.0,Snacks & Beverages,165.43,,Android,True,Mumbai
190,100042,S100042_243517,2026-03-22 07:33:27,add_to_cart,2061.0,Snacks & Beverages,165.43,2.0,Android,True,Mumbai
191,100042,S100042_476669,2026-01-31 18:21:00,app_open,,,,,iOS,False,Mumbai
192,100042,S100042_476669,2026-01-31 18:21:19,search,2150.0,Staples,189.63,,iOS,False,Mumbai
193,100042,S100042_476669,2026-01-31 18:22:40,product_view,2156.0,Baby Care,222.98,,iOS,False,Mumbai
194,100042,S100042_476669,2026-01-31 18:25:07,add_to_cart,2156.0,Baby Care,222.98,2.0,iOS,False,Mumbai
195,100043,S100043_504019,2026-02-24 18:17:00,app_open,,,,,iOS,True,Bengaluru
196,100044,S100044_335464,2026-02-11 03:18:00,app_open,,,,,iOS,True,Mumbai
197,100044,S100044_335464,2026-02-11 03:18:53,search,2046.0,Dairy & Breakfast,138.48,,iOS,True,Mumbai
198,100044,S100044_335464,2026-02-11 03:20:32,product_view,2074.0,Snacks & Beverages,288.37,,iOS,True,Mumbai
199,100045,S100045_545101,2026-02-10 07:20:00,app_open,,,,,Android,True,Hyderabad
200,100046,S100046_645592,2026-03-03 07:35:00,app_open,,,,,iOS,True,Hyderabad
201,100046,S100046_645592,2026-03-03 07:35:33,search,2074.0,Snacks & Beverages,288.37,,iOS,True,Hyderabad
202,100046,S100046_645592,2026-03-03 07:35:53,product_view,2189.0,Electronics,1691.11,,iOS,True,Hyderabad
203,100046,S100046_645592,2026-03-03 07:36:49,add_to_cart,2189.0,Electronics,1691.11,1.0,iOS,True,Hyderabad
204,100046,S100046_476434,2026-01-12 16:07:00,app_open,,,,,iOS,False,Delhi NCR
205,100046,S100046_476434,2026-01-12 16:07:46,search,2032.0,Dairy & Breakfast,222.42,,iOS,False,Delhi NCR
206,100046,S100046_577092,2026-02-23 16:32:00,app_open,,,,,Android,False,Kolkata
207,100047,S100047_220379,2026-03-03 05:58:00,app_open,,,,,Android,True,Bengaluru
208,100047,S100047_220379,2026-03-03 05:58:41,search,2141.0,Staples,378.46,,Android,True,Bengaluru
209,100047,S100047_220379,2026-03-03 06:00:12,product_view,2183.0,Electronics,2141.32,,Android,True,Bengaluru
210,100047,S100047_220379,2026-03-03 06:01:50,add_to_cart,2183.0,Electronics,2141.32,1.0,Android,True,Bengaluru
211,100047,S100047_220379,2026-03-03 06:04:13,checkout_start,,,,,Android,True,Bengaluru
212,100047,S100047_220379,2026-03-03 06:04:55,payment_attempt,,,,,Android,True,Bengaluru
213,100047,S100047_220379,2026-03-03 06:05:14,purchase,2183.0,Electronics,2141.32,1.0,Android,True,Bengaluru
214,100048,S100048_966876,2026-01-18 00:23:00,app_open,,,,,Android,True,Bengaluru
215,100048,S100048_291976,2026-02-05 06:22:00,app_open,,,,,Android,False,Hyderabad
216,100048,S100048_291976,2026-02-05 06:22:12,search,2172.0,Baby Care,455.35,,Android,False,Hyderabad
217,100048,S100048_291976,2026-02-05 06:22:31,product_view,2156.0,Baby Care,222.98,,Android,False,Hyderabad
218,100048,S100048_291976,2026-02-05 06:25:25,add_to_cart,2156.0,Baby Care,222.98,2.0,Android,False,Hyderabad
219,100048,S100048_291976,2026-02-05 06:26:33,checkout_start,,,,,Android,False,Hyderabad
220,100048,S100048_291976,2026-02-05 06:27:43,payment_attempt,,,,,Android,False,Hyderabad
221,100049,S100049_143325,2026-03-12 12:22:00,app_open,,,,,Android,True,Kolkata
222,100049,S100049_919308,2026-03-26 19:38:00,app_open,,,,,Android,False,Delhi NCR
223,100049,S100049_919308,2026-03-26 19:38:35,search,2197.0,Electronics,2272.36,,Android,False,Delhi NCR
224,100049,S100049_919308,2026-03-26 19:39:18,product_view,2147.0,Staples,103.64,,Android,False,Delhi NCR
225,100050,S100050_913365,2026-03-19 02:53:00,app_open,,,,,Android,True,Pune
226,100051,S100051_818947,2026-02-15 07:15:00,app_open,,,,,Web,True,Pune
227,100051,S100051_818947,2026-02-15 07:15:48,search,2096.0,Personal Care,482.15,,Web,True,Pune
228,100051,S100051_818947,2026-02-15 07:17:27,product_view,2136.0,Staples,404.09,,Web,True,Pune
229,100051,S100051_818947,2026-02-15 07:18:20,add_to_cart,2136.0,Staples,404.09,1.0,Web,True,Pune
230,100051,S100051_818947,2026-02-15 07:21:36,checkout_start,,,,,Web,True,Pune
231,100051,S100051_818947,2026-02-15 07:22:24,payment_attempt,,,,,Web,True,Pune
232,100051,S100051_818947,2026-02-15 07:23:08,purchase,2136.0,Staples,404.09,1.0,Web,True,Pune
233,100052,S100052_716075,2026-01-14 00:07:00,app_open,,,,,Android,True,Kolkata
234,100052,S100052_716075,2026-01-14 00:07:47,search,2176.0,Electronics,277.35,,Android,True,Kolkata
235,100052,S100052_716075,2026-01-14 00:08:47,product_view,2107.0,Household Care,505.11,,Android,True,Kolkata
236,100052,S100052_686421,2026-01-02 00:21:00,app_open,,,,,Web,False,Kolkata
237,100052,S100052_686421,2026-01-02 00:21:31,search,2110.0,Household Care,291.0,,Web,False,Kolkata
238,100052,S100052_686421,2026-01-02 00:22:07,product_view,2042.0,Dairy & Breakfast,99.04,,Web,False,Kolkata
239,100052,S100052_293811,2026-01-03 15:34:00,app_open,,,,,iOS,False,Pune
240,100052,S100052_293811,2026-01-03 15:34:18,search,2133.0,Staples,457.22,,iOS,False,Pune
241,100053,S100053_942411,2026-01-12 18:48:00,app_open,,,,,iOS,True,Bengaluru
242,100053,S100053_942411,2026-01-12 18:48:11,search,2113.0,Household Care,551.44,,iOS,True,Bengaluru
243,100053,S100053_942411,2026-01-12 18:48:42,product_view,2177.0,Electronics,2147.95,,iOS,True,Bengaluru
244,100053,S100053_942411,2026-01-12 18:51:26,add_to_cart,2177.0,Electronics,2147.95,1.0,iOS,True,Bengaluru
245,100053,S100053_223469,2026-03-22 13:20:00,app_open,,,,,Android,False,Bengaluru
246,100053,S100053_223469,2026-03-22 13:20:35,search,2071.0,Snacks & Beverages,178.77,,Android,False,Bengaluru
247,100053,S100053_223469,2026-03-22 13:21:42,product_view,2138.0,Staples,511.65,,Android,False,Bengaluru
248,100053,S100053_223469,2026-03-22 13:22:11,add_to_cart,2138.0,Staples,511.65,2.0,Android,False,Bengaluru
249,100054,S100054_713651,2026-03-14 00:11:00,app_open,,,,,iOS,True,Kolkata
250,100054,S100054_713651,2026-03-14 00:11:40,search,2119.0,Household Care,223.77,,iOS,True,Kolkata
251,100054,S100054_713651,2026-03-14 00:13:22,product_view,2169.0,Baby Care,214.93,,iOS,True,Kolkata
252,100054,S100054_713651,2026-03-14 00:15:51,add_to_cart,2169.0,Baby Care,214.93,1.0,iOS,True,Kolkata
253,100054,S100054_713651,2026-03-14 00:19:50,checkout_start,,,,,iOS,True,Kolkata
254,100054,S100054_713651,2026-03-14 00:20:29,payment_attempt,,,,,iOS,True,Kolkata
255,100054,S100054_713651,2026-03-14 00:20:34,purchase,2169.0,Baby Care,214.93,1.0,iOS,True,Kolkata
256,100054,S100054_231673,2026-02-09 23:24:00,app_open,,,,,Android,False,Hyderabad
257,100054,S100054_231673,2026-02-09 23:24:35,search,2148.0,Staples,245.9,,Android,False,Hyderabad
258,100054,S100054_231673,2026-02-09 23:25:22,product_view,2125.0,Household Care,285.25,,Android,False,Hyderabad
259,100055,S100055_246932,2026-01-26 08:51:00,app_open,,,,,Android,True,Delhi NCR
260,100055,S100055_362988,2026-02-27 02:00:00,app_open,,,,,iOS,False,Hyderabad
261,100055,S100055_362988,2026-02-27 02:00:08,search,2064.0,Snacks & Beverages,46.16,,iOS,False,Hyderabad
262,100055,S100055_362988,2026-02-27 02:01:54,product_view,2072.0,Snacks & Beverages,136.64,,iOS,False,Hyderabad
263,100055,S100055_362988,2026-02-27 02:03:52,add_to_cart,2072.0,Snacks & Beverages,136.64,2.0,iOS,False,Hyderabad
